0	1
0.1	0.998029
0.2	0.992123
0.3	0.982305
0.4	0.968615
0.5	0.951106
0.6	0.929847
0.7	0.904922
0.8	0.876429
0.9	0.844482
1	0.809204
1.1	0.770737
1.2	0.72923
1.3	0.684849
1.4	0.637768
1.5	0.588172
1.6	0.536257
1.7	0.482228
1.8	0.426298
1.9	0.368687
2	0.309623
2.1	0.249338
2.2	0.18807
2.3	0.12606
2.4	0.0635535
2.5	0.000796327
2.6	-0.061964
2.7	-0.12448
2.8	-0.186505
2.9	-0.247795
3	-0.308108
3.1	-0.367206
3.2	-0.424857
3.3	-0.480832
3.4	-0.534912
3.5	-0.586883
3.6	-0.63654
3.7	-0.683687
3.8	-0.72814
3.9	-0.769721
4	-0.808267
4.1	-0.843627
4.2	-0.875661
4.3	-0.904243
4.4	-0.92926
4.5	-0.950613
4.6	-0.968218
4.7	-0.982006
4.8	-0.991922
4.9	-0.997928
5	-0.999999
5.1	-0.998127
5.2	-0.992321
5.3	-0.982602
5.4	-0.969009
5.5	-0.951596
5.6	-0.930432
5.7	-0.905599
5.8	-0.877195
5.9	-0.845333
6	-0.810139
6.1	-0.77175
6.2	-0.730319
6.3	-0.686009
6.4	-0.638993
6.5	-0.589459
6.6	-0.537601
6.7	-0.483623
6.8	-0.427738
6.9	-0.370167
7	-0.311137
7.1	-0.25088
7.2	-0.189634
7.3	-0.12764
7.4	-0.0651428
7.5	-0.00238898
7.6	0.0603743
7.7	0.1229
7.8	0.18494
7.9	0.246252
8	0.306592
8.1	0.365724
8.2	0.423414
8.3	0.479435
8.4	0.533566
8.5	0.585593
8.6	0.635311
8.7	0.682524
8.8	0.727047
8.9	0.768703
9	0.807329
9.1	0.842771
9.2	0.874891
9.3	0.903562
9.4	0.92867
9.5	0.950117
9.6	0.967818
9.7	0.981704
9.8	0.991719
9.9	0.997824
