400	1.64969	4	0.002
406	1.6488	4	0.002
412	1.6459	4	0.002
418	1.64689	4	0.002
424	1.64595	4	0.002
430	1.64196	4	0.002
436	1.6359	4	0.002
442	1.6429	4	0.002
448	1.64002	4	0.002
454	1.63646	4	0.002
460	1.63857	4	0.002
466	1.63472	4	0.002
472	1.63792	4	0.002
478	1.63581	4	0.002
484	1.63218	4	0.002
490	1.63288	4	0.002
496	1.63481	4	0.002
502	1.63034	4	0.002
508	1.62791	4	0.002
514	1.63202	4	0.002
520	1.62975	4	0.002
526	1.62926	4	0.002
532	1.62904	4	0.002
538	1.62703	4	0.002
544	1.62968	4	0.002
550	1.62584	4	0.002
556	1.62382	4	0.002
562	1.62895	4	0.002
568	1.62625	4	0.002
574	1.6261	4	0.002
580	1.62819	4	0.002
586	1.62523	4	0.002
592	1.62447	4	0.002
598	1.6244	4	0.002
604	1.6235	4	0.002
610	1.62124	4	0.002
616	1.62295	4	0.002
622	1.61832	4	0.002
628	1.62346	4	0.002
634	1.61828	4	0.002
640	1.61811	4	0.002
646	1.61935	4	0.002
652	1.61995	4	0.002
658	1.61998	4	0.002
664	1.62012	4	0.002
670	1.62024	4	0.002
676	1.61814	4	0.002
682	1.61821	4	0.002
688	1.61734	4	0.002
694	1.61357	4	0.002
700	1.61682	4	0.002
706	1.61355	4	0.002
712	1.61643	4	0.002
718	1.61326	4	0.002
724	1.61662	4	0.002
730	1.61406	4	0.002
736	1.61432	4	0.002
742	1.6152	4	0.002
748	1.61438	4	0.002
754	1.61527	4	0.002
760	1.61506	4	0.002
766	1.61355	4	0.002
772	1.61358	4	0.002
778	1.61062	4	0.002
784	1.61684	4	0.002
790	1.61123	4	0.002
796	1.60868	4	0.002
802	1.6109	4	0.002
808	1.60989	4	0.002
814	1.61013	4	0.002
820	1.61567	4	0.002
826	1.61331	4	0.002
832	1.61519	4	0.002
838	1.60949	4	0.002
844	1.60799	4	0.002
850	1.61108	4	0.002
856	1.60953	4	0.002
862	1.61006	4	0.002
868	1.6103	4	0.002
874	1.61033	4	0.002
880	1.60751	4	0.002
886	1.61026	4	0.002
892	1.6125	4	0.002
898	1.60916	4	0.002
904	1.60982	4	0.002
910	1.61027	4	0.002
916	1.61015	4	0.002
922	1.61261	4	0.002
928	1.60961	4	0.002
934	1.60791	4	0.002
940	1.60602	4	0.002
946	1.61071	4	0.002
952	1.60966	4	0.002
958	1.6088	4	0.002
964	1.60573	4	0.002
970	1.60359	4	0.002
976	1.61086	4	0.002
982	1.60892	4	0.002
988	1.608	4	0.002
994	1.60939	4	0.002
